expval,cluId,light,session,cellType
0.007108765386377087,mn8599-16022022-0107_155,light,mn8599-16022022-0107,fs
0.009630227393175362,mn8599-16022022-0107_180,light,mn8599-16022022-0107,fs
-0.0131304750492086,mn8599-16022022-0107_375,light,mn8599-16022022-0107,fs
-0.02656471812824185,mn8599-16022022-0107_66,dark,mn8599-16022022-0107,fs
0.0048499792043701475,mn8599-16022022-0107_155,dark,mn8599-16022022-0107,fs
0.000950372291941767,mn8599-16022022-0107_180,dark,mn8599-16022022-0107,fs
-0.006915300579870048,mn8599-16022022-0107_375,dark,mn8599-16022022-0107,fs
0.0013479766213731327,jp1084-14042022-0108_9,light,jp1084-14042022-0108,fs
0.010705166867274837,jp1084-14042022-0108_135,light,jp1084-14042022-0108,fs
-0.00040590815324703606,jp1084-14042022-0108_9,dark,jp1084-14042022-0108,fs
0.010159357584210047,jp1084-14042022-0108_135,dark,jp1084-14042022-0108,fs
-0.005649030949336892,jp1084-13042022-0108_297,light,jp1084-13042022-0108,fs
-0.004120944451198902,jp1084-13042022-0108_297,dark,jp1084-13042022-0108,fs
0.007620112378682582,jp1084-09042022-0107_160,light,jp1084-09042022-0107,fs
0.029234762014625566,jp1084-09042022-0107_160,dark,jp1084-09042022-0107,fs
0.004757209890081013,jp1084-08042022-0107_187,light,jp1084-08042022-0107,fs
0.01292067701089979,jp1084-08042022-0107_187,dark,jp1084-08042022-0107,fs
0.0038586253910889838,jp1084-06042022-0107_14,light,jp1084-06042022-0107,fs
0.002563202292005715,jp1084-06042022-0107_65,light,jp1084-06042022-0107,fs
0.014430820578475195,jp1084-06042022-0107_14,dark,jp1084-06042022-0107,fs
0.018979357357611335,jp1084-06042022-0107_65,dark,jp1084-06042022-0107,fs
-0.012397363945945762,jp1084-07042022-0107_8,light,jp1084-07042022-0107,fs
0.002093522184087874,jp1084-07042022-0107_59,light,jp1084-07042022-0107,fs
-0.004763620242780898,jp1084-07042022-0107_75,light,jp1084-07042022-0107,fs
-0.010267757926399475,jp1084-07042022-0107_314,light,jp1084-07042022-0107,fs
-0.023645562487939687,jp1084-07042022-0107_8,dark,jp1084-07042022-0107,fs
0.005965460315810861,jp1084-07042022-0107_59,dark,jp1084-07042022-0107,fs
0.010663700828291576,jp1084-07042022-0107_75,dark,jp1084-07042022-0107,fs
0.0011299069892582293,jp1084-07042022-0107_314,dark,jp1084-07042022-0107,fs
0.011750414953127973,jp1084-03042022-0107_26,light,jp1084-03042022-0107,fs
-0.00967835463726547,jp1084-03042022-0107_52,light,jp1084-03042022-0107,fs
0.024266794426853405,jp1084-03042022-0107_196,light,jp1084-03042022-0107,fs
-0.005582631218679917,jp1084-03042022-0107_228,light,jp1084-03042022-0107,fs
-0.01872478680469157,jp1084-03042022-0107_26,dark,jp1084-03042022-0107,fs
0.0043447601068648915,jp1084-03042022-0107_52,dark,jp1084-03042022-0107,fs
-0.004607656601805236,jp1084-03042022-0107_196,dark,jp1084-03042022-0107,fs
-0.0007763221690357349,jp1084-03042022-0107_228,dark,jp1084-03042022-0107,fs
-0.005061680650669228,jp1084-04042022-0107_16,light,jp1084-04042022-0107,fs
-0.02288508617661223,jp1084-04042022-0107_26,light,jp1084-04042022-0107,fs
0.008423945466892145,jp1084-04042022-0107_28,light,jp1084-04042022-0107,fs
-0.005298976227312574,jp1084-04042022-0107_38,light,jp1084-04042022-0107,fs
-0.02492791623813617,jp1084-04042022-0107_16,dark,jp1084-04042022-0107,fs
0.020401583314519328,jp1084-04042022-0107_26,dark,jp1084-04042022-0107,fs
-0.011020748099394543,jp1084-04042022-0107_28,dark,jp1084-04042022-0107,fs
0.001755888849556186,jp1084-04042022-0107_38,dark,jp1084-04042022-0107,fs
0.020613223334410877,jp1084-05042022-0107_7,light,jp1084-05042022-0107,fs
0.027060818602482533,jp1084-05042022-0107_17,light,jp1084-05042022-0107,fs
0.008811838292905376,jp1084-05042022-0107_26,light,jp1084-05042022-0107,fs
-0.002479474870244725,jp1084-05042022-0107_37,light,jp1084-05042022-0107,fs
0.0007578438790401881,jp1084-05042022-0107_7,dark,jp1084-05042022-0107,fs
0.014295869486208165,jp1084-05042022-0107_17,dark,jp1084-05042022-0107,fs
-0.016999407832932772,jp1084-05042022-0107_26,dark,jp1084-05042022-0107,fs
-0.00026961649073662785,jp1084-05042022-0107_37,dark,jp1084-05042022-0107,fs
-0.004474917744693683,jp1685-24042022-0108_70,light,jp1685-24042022-0108,fs
-0.016439231092592953,jp1685-24042022-0108_70,dark,jp1685-24042022-0108,fs
-0.03851934450919792,jp1685-28042022-0108_9,light,jp1685-28042022-0108,fs
0.01418081445065875,jp1685-28042022-0108_19,light,jp1685-28042022-0108,fs
0.01480697651392052,jp1685-28042022-0108_172,light,jp1685-28042022-0108,fs
-0.0074275667077575635,jp1685-28042022-0108_9,dark,jp1685-28042022-0108,fs
0.007013342475971584,jp1685-28042022-0108_19,dark,jp1685-28042022-0108,fs
0.011197950872000035,jp1685-28042022-0108_172,dark,jp1685-28042022-0108,fs
0.0026541658609033417,jp1685-29042022-0108_6,light,jp1685-29042022-0108,fs
0.009164155341345332,jp1685-29042022-0108_31,light,jp1685-29042022-0108,fs
0.009339907764845652,jp1685-29042022-0108_34,light,jp1685-29042022-0108,fs
-0.015050558346285232,jp1685-29042022-0108_6,dark,jp1685-29042022-0108,fs
0.019958727068603625,jp1685-29042022-0108_31,dark,jp1685-29042022-0108,fs
-0.002853022944942802,jp1685-29042022-0108_34,dark,jp1685-29042022-0108,fs
-0.003800964934491393,jp1685-27042022-0108_16,light,jp1685-27042022-0108,fs
0.031041144324468826,jp1685-27042022-0108_98,light,jp1685-27042022-0108,fs
-0.02181622172731818,jp1685-27042022-0108_101,light,jp1685-27042022-0108,fs
-0.006275874542196386,jp1685-27042022-0108_16,dark,jp1685-27042022-0108,fs
0.029903667880187862,jp1685-27042022-0108_98,dark,jp1685-27042022-0108,fs
-0.010389303239394042,jp1685-27042022-0108_101,dark,jp1685-27042022-0108,fs
0.022166512545399513,jp1685-26042022-0108_26,light,jp1685-26042022-0108,fs
-0.007854946554301905,jp1685-26042022-0108_32,light,jp1685-26042022-0108,fs
-0.004168007694693254,jp1685-26042022-0108_26,dark,jp1685-26042022-0108,fs
0.004705559532741437,jp1685-26042022-0108_32,dark,jp1685-26042022-0108,fs
0.017681071777539546,jp1685-25042022-0108_100,light,jp1685-25042022-0108,fs
0.00999595900371056,jp1685-25042022-0108_208,light,jp1685-25042022-0108,fs
0.01205824292182459,jp1685-25042022-0108_100,dark,jp1685-25042022-0108,fs
-0.017087382386291747,jp1685-25042022-0108_208,dark,jp1685-25042022-0108,fs
0.005479640878145,jp1687-26052022-0107_117,light,jp1687-26052022-0107,fs
0.005906105514012766,jp1687-26052022-0107_181,light,jp1687-26052022-0107,fs
0.014419211540901625,jp1687-26052022-0107_117,dark,jp1687-26052022-0107,fs
0.03185448217715938,jp1687-26052022-0107_181,dark,jp1687-26052022-0107,fs
0.010495312176023059,jp1687-25052022-0107_140,light,jp1687-25052022-0107,fs
0.02777408533719701,jp1687-25052022-0107_142,light,jp1687-25052022-0107,fs
0.031180650882418247,jp1687-25052022-0107_140,dark,jp1687-25052022-0107,fs
0.04715279180536767,jp1687-25052022-0107_142,dark,jp1687-25052022-0107,fs
-0.0074833869253636215,jp1687-24052022-0108_87,light,jp1687-24052022-0108,fs
0.007405077092388826,jp1687-24052022-0108_87,dark,jp1687-24052022-0108,fs
0.012078909130006024,jp1687-23052022-0108_3,light,jp1687-23052022-0108,fs
0.009004551542718392,jp1687-23052022-0108_90,light,jp1687-23052022-0108,fs
0.009712213659482983,jp1687-23052022-0108_3,dark,jp1687-23052022-0108,fs
-0.008211340988349516,jp1687-23052022-0108_90,dark,jp1687-23052022-0108,fs
-0.013687099921707711,jp3130-27052022-0106_95,light,jp3130-27052022-0106,fs
0.007669461207309704,jp3130-27052022-0106_95,dark,jp3130-27052022-0106,fs
-0.02019783513994121,jp3130-26052022-0107_13,light,jp3130-26052022-0107,fs
-0.03887719065309046,jp3130-26052022-0107_16,light,jp3130-26052022-0107,fs
0.005375058724933058,jp3130-26052022-0107_100,light,jp3130-26052022-0107,fs
0.0028419577441573026,jp3130-26052022-0107_150,light,jp3130-26052022-0107,fs
-0.0009290879641466487,jp3130-26052022-0107_13,dark,jp3130-26052022-0107,fs
-0.00729773249641926,jp3130-26052022-0107_16,dark,jp3130-26052022-0107,fs
0.00025996722016652,jp3130-26052022-0107_100,dark,jp3130-26052022-0107,fs
0.0004061081188116385,jp3130-26052022-0107_150,dark,jp3130-26052022-0107,fs
0.055568592903432565,jp1684-13052022-0107_286,light,jp1684-13052022-0107,fs
0.028327319862398975,jp1684-13052022-0107_286,dark,jp1684-13052022-0107,fs
0.04057610119616068,jp1684-14052022-0107_304,light,jp1684-14052022-0107,fs
-0.0007351578239629489,jp1684-14052022-0107_313,light,jp1684-14052022-0107,fs
0.020192353406299483,jp1684-14052022-0107_304,dark,jp1684-14052022-0107,fs
-0.017230929503801548,jp1684-14052022-0107_313,dark,jp1684-14052022-0107,fs
0.0021384679727943228,jp1684-15052022-0107_317,light,jp1684-15052022-0107,fs
-0.009858125492477613,jp1684-15052022-0107_325,light,jp1684-15052022-0107,fs
-0.001612660464838577,jp1684-15052022-0107_481,light,jp1684-15052022-0107,fs
0.0028373368052467423,jp1684-15052022-0107_317,dark,jp1684-15052022-0107,fs
0.012957022710912012,jp1684-15052022-0107_325,dark,jp1684-15052022-0107,fs
-0.008240269244374251,jp1684-15052022-0107_481,dark,jp1684-15052022-0107,fs
-0.008191725069731372,jp1686-21042022-0107_86,light,jp1686-21042022-0107,fs
